ID,DATA,LABEL
MAL_HUAI_TR_019,വിഷ്‌കെയർ 100% വർക്കിങ് ആണ് എനിക്ക് ഹെവി ഹെയർ ഫാൾ ഉണ്ടായിരുന്ന് ഞാൻ അത് ഒറ്റ തവണ യൂസ് ആക്കി നല്ല പോലെ കുറഞ്ഞ് ഹെയർ ഫാൾ,HUMAN
MAL_HUAI_TR_020,സെഫോറടെ ഫസ്റ്റ് ട്രൈ ചെയ്‌ത ലിപ്സ്റ്റിക്ക് ഇട്ടിട്ട് കൊള്ളാത്തപോലെ തോന്നി ഷേഡ്.,HUMAN
MAL_HUAI_TR_021,നമുക്ക് ആവശ്യമായ സാധനങ്ങൾ അടിപൊളി,HUMAN
MAL_HUAI_TR_022,അടിപൊളി എല്ലാം സൂപ്പർ ആണല്ലോ എല്ലാം തന്നെ അടുക്കളയിൽ ആവിശ്യം ഉള്ള സാധനങ്ങൾ,HUMAN
MAL_HUAI_TR_023,കൊള്ളാല്ലോ കുറഞ്ഞ വിലയിൽ കൂടുതൽ സാധനങ്ങൾ,HUMAN
MAL_HUAI_TR_024,കൊള്ളാമല്ലോ പ്രോഡക്റ്റ് എല്ലാം വളരെ ഉപകാരപ്രദമായ പ്രൊഡക്ടുകൾ ആണല്ലോ,HUMAN
MAL_HUAI_TR_025,"കത്തി നല്ല ഭംഗിയുണ്ട്, ഇല്ല പ്രൊഡക്ടും സൂപ്പർ ആയിട്ടുണ്ട്",HUMAN
MAL_HUAI_TR_026,മീശോ യിൽ നിന്ന് വാങ്ങിയ ഐറ്റംസ് അടിപൊളി,HUMAN
MAL_HUAI_TR_027,മീഷോ യിൽ നിന്നു ആണ് വാങ്ങുന്ന എങ്കിൽ പോലും ഒർണമെന്റ്സ്  നല്ല രീതിയിൽ പാക്ക് ചെയ്തു ആണ് അയക്കുന്ന,HUMAN
MAL_HUAI_TR_028,നിസ്സാര തുക അല്ലല്ലോ ഓര്ണമെന്റിന്. 100ഓ 200ഓ ആണെങ്കിൽ പോട്ടെന്ന് വെക്കാമായിരുന്നു. കസ്റ്റമേഴ്സ്ന്റെ പ്രാക്ക് കിട്ടിയ പൈസ കൊണ്ട് ഒന്നും ഒരു ഗുണവും കാണില്ല!!!,HUMAN
MAL_HUAI_TR_029,എന്തിന് വാങ്ങുന്നത് കടയിൽ നിന്നും വാങ്ങിയാപോരെ,HUMAN
MAL_HUAI_TR_030,ഈ വൂഡൻ ലിഡ് ഉള്ളത് ഓയിൽ അപ്ലൈ ചെയ്‌താൽ പിന്നെ ഫങ്കസ് വരില്ല,HUMAN
MAL_HUAI_TR_031,ലാവ ഇന്ത്യൻ കമ്പനി. എല്ലാരും വാങ്ങി വിജയിപ്പിക്കുക. ഇന്ത്യൻ കമ്പനികളും വളരട്ടെ.,HUMAN
MAL_HUAI_TR_032,സത്യംപറഞ്ഞാൽ  ബാക്കിൽ സ്‌ക്രീൻ ഉള്ളത്കൊണ്ട്  ആ സെൽഫി കേമറ അങ്ങ് വേണ്ടന്ന് വെക്കാരുന്നു അവന്മാർക്ക് ഡിസ്പ്ലേ ചുമ്മാ ജിൽ ജിൽ  എന്ന് ആയേനെ,HUMAN
MAL_HUAI_TR_033,കണ്ട്രോൾ ബട്ടൺ സൂപ്പർ ഐഫോണിനേക്കാൾ ഒരുപാട് നല്ലത്,HUMAN
MAL_HUAI_TR_034,ഈ ഫോൺ അത്യാവശ്യം അല്ല നല്ല രീതിയിൽ ഹ്യൂമൻ സബ്ജക്റ്റുകൾ ക്യാപ്‌ചർ ചെയ്യുന്നുണ്ട്. പ്രിൻ്റ് എടുത്തിട്ടും കൊള്ളാം.,HUMAN
MAL_HUAI_TR_035,"എന്തായാലും ഇന്ത്യൻ കമ്പനി അല്ലേ, അതാ കിടു",HUMAN
MAL_HUAI_TR_036,കാമറ അത്ര വിഷയം ഇല്ലാത്തവർക്ക് നല്ല  ഫോൺ ആണ് ലാവ,HUMAN
MAL_HUAI_TR_037,ലാവയുടെ ഈ ഫോൺ എല്ലാ ഫോണും കോപ്പി ആക്കണം,HUMAN
MAL_HUAI_TR_038,ആ സോഫ്റ്റ് വയറിനെ പറ്റി പറഞ്ഞതിന്റെ ഉദ്ദേശം എല്ലാവർക്കും അറിയാം,HUMAN
MAL_HUAI_TR_039,കൊള്ളാം... ഈ ഫോണിൽ നേരെ വച്ചു കളിച്ചു മടുത്താൽ മറിച്ചു വച്ചു കളിക്കാം,HUMAN
MAL_HUAI_TR_040,ചുരുക്കി പറഞ്ഞാൽ കൊടുക്കുന്ന പൈസ വെള്ളത്തിൽ. അത്രേ ഉള്ളൂ. അല്ലാണ്ട് ക്‌ളീൻ ആൻഡ്രോയിഡ് സ്മൂത്ത് ഒക്കെ പുഴുങ്ങി തിന്നിട്ട് കാര്യമില്ല... കാമറ ഗുഡ് ആവണം അതിൽ മാത്രാണ് കാര്യം.,HUMAN
MAL_HUAI_TR_041,"ഫീച്ചേഴ്സ് എന്തൊക്കെ ഉണ്ടെങ്കിലും ബിൽഡ് ക്വാളിറ്റി അത്ര പോരാ, അതാണ് ഇവിടെ ഇന്ത്യ അതികം ചൈനീസ് ബ്രാൻഡ്‌സ് മുൻപിൽ നിൽക്കുന്നത് ",HUMAN
MAL_HUAI_TR_042,ലെ ആപ്പിൾ 1  ഇയർ ആവുമ്പൊ ബാറ്ററി സർവീസ് ആവും,HUMAN
MAL_HUAI_TR_043,ഇയർഫോൺ വെച്ച് കേട്ടപ്പോ ഈച്ച എന്റെ ചെവീടെ അകത്ത് ആണെന്ന് വിചാരിച്ച് ഒരു അടി,HUMAN
MAL_HUAI_TR_044,"ഈ പ്രൈസിന് മോട്ടോ എഡ്ജ് 50 ഫ്യൂഷൻ കിട്ടും , ബ്ലോട്ട്വയർസ് ഇല്ലാതെ ",HUMAN
MAL_HUAI_TR_045,ഇത് പ്രമോഷൻ അല്ലെങ്കിൽ നല്ല കാര്യമാണ് നല്ലൊരു കമ്പനിയെ പ്രോത്സാഹിപ്പിക്കുകയല്ലേ. ബട്ട് പ്രമോഷനാണെങ്കിൽ താങ്കൾ നാണം കെടാൻ  ചാൻസ് ഉണ്ട്,HUMAN
MAL_HUAI_TR_046,ലാവ അഗ്നി  3 അണ്ണാ ഒരു ഇന്ത്യൻ ബ്രാൻഡ് അല്ലേ വാങ്ങിച്ചു രക്ഷപെടുത്താം എന്ന് വിചാരിച്ചാൽ എവന്മാർ സമ്മതികൂല്ല ഇത്രയും പോരായ്മ ഉണ്ടെങ്കിലും വില ഒട്ടും കുറച്ചിട്ടില്ലല്ലോ സന്തോഷം പിന്നെ ക്ലച്ച് പിടിക്കുന്നതിന് മുമ്പേ അഹങ്കാരം ചാർജറും തന്നില്ല അധോഗതി,HUMAN
MAL_HUAI_TR_047,"ഇപ്പോഴത്തെ ഒറ്റ ഫോണിലും അഡാപ്‌റ്റർ വരണില്ല.... ചൈനീസ് ഫോണുകൾ ഒഴിച്ച്... സാംസങ് വരൂല്ല, വിവോ വരൂല്ല... പണ്ട് വന്നോണ്ടിരുന്നത് ",HUMAN
MAL_HUAI_TR_048,സോണിയുടേയും സാംസങ്ങിന്റയും ലെൻസ് ആണ് അതിൽ,HUMAN
MAL_HUAI_TR_049,ചുരുക്കം പറഞ്ഞാൽ ഓഞ്ഞ സാധനം,HUMAN
MAL_HUAI_TR_050,ഞാൻ ഉപയോഗിക്കുന്നത് ഇൻഫിനിക്സ് ജിടി20 പ്രോ ആണ് ഇതിൽ ഡിമെൻസിറ്റി 8200 അൾട്ടിമേറ്റ് ആണ് സൂപ്പർ  പെർഫോമൻസ്  ആണ് വേറെ ലെവൽ ആണ്  ഞാൻ ഇതിൽ വളരെ സന്തോഷവാനാണ്,HUMAN
MAL_HUAI_TR_051,ലോ നെറ്റ്‌വർക്ക് കവറേജ്‌ ഏരിയായിൽ ഉപയോഗിക്കാൻ പറ്റിയ 30000ഇൽ താഴെ ഉള്ള ഫോൺ ഇതായിരിക്കും,HUMAN
MAL_HUAI_TR_052,"2 മണിക്കൂർ നേരം പോയത് അറിഞ്ഞില്ല. ഫാമിലിക്ക് ധൈര്യമായി ടിക്കറ്റ് എടുക്കാം കണ്ണു പൊത്തേണ്ട , നെറ്റി ചുളിക്കേണ്ട ആവശ്യമില്ല .",HUMAN
MAL_HUAI_TR_053,എല്ലാം കൊണ്ടും ഒരു തവണപോലും വാച്ച് ചെയ്യാതിരിക്കാവുന്ന ഒരു നല്ല ചിത്രം,HUMAN
MAL_HUAI_TR_054,നല്ല പടം പറക്കുന്ന പടം അല്ല നസ്ലിന്റ ആദ്യ നായകനായ പടം ആണ്. കണ്ടിരിക്കാം അത് തന്നെ ആണ് എല്ലാവർക്കും വേണ്ടത്,HUMAN
MAL_HUAI_TR_055,പേടിച്ചിട്ട് റിവ്യൂ ചെയ്യുന്ന പോലെ.....തല്ലിപ്പൊളി പടം.....,HUMAN
MAL_HUAI_TR_056,ആവറേജ് മൂവി ഒരു ഷോർട്ട് ഫിലിം സിനിമയാക്കി ഒടിടി യിൽ കാണാനുള്ളതെയുള്ളു,HUMAN
MAL_HUAI_TR_057,തിരകഥ ഗിരീഷ് അല്ലല്ലോ അതിൻ്റെ കുറവ് ഉണ്ടല്ലോ.,HUMAN
MAL_HUAI_TR_058,മലയാളത്തിൻ്റെ സ്വന്തം ഓപ്പൻഹൈമർ... നിഷാദ്,HUMAN
MAL_HUAI_TR_059,ഫീൽഡ് ഔട്ട് ആയ വാണി വിശ്വാനാഥിനെ തിരിച്ച് കൊണ്ടുവന്ന് പിന്നെയും ഫീൽഡ് ഔട്ട് ആക്കിയ മാനിഷാദ് ബ്രില്യൻസ്,HUMAN
MAL_HUAI_TR_060,ഹൈഡ്രോളിയെ കുനിച്ച് നിർത്തി ഇടിക്കുന്നത് കാണാൻ വേണ്ടി മാത്രം ടിക്കറ്റ് എടുക്കുന്നു,HUMAN
MAL_HUAI_TR_061,"ഇന്നലെ കോട്ടയം രമ്യ യിൽ ഫ്രീ ടിക്കറ്റ് കിട്ടിയ കൊണ്ട് കാണാൻ പോയി പടം ഇപ്പോ തീരും എന്ന് പ്രതീക്ഷിച്ചിരുന്നപ്പോൾ ദേ വരുന്നു ഒരു ഡപ്പം കൂത്ത് സോങ്, പിന്നെ ഒന്നും നോക്കിയില്ല ഇറങ്ങി ഓടി ",HUMAN
MAL_HUAI_TR_062,ഇത്തവണയും ഒരു 20 കോടി വൈറ്റ് ആക്കിയെടുത്ത ബ്രില്യൻസ് ആരും കാണാതെ പോകരുത്.. വീണ്ടും ഒരു ആറ്റംബോബുമായി നിഷാദ് അണ്ണൻ വരും.. അതിനു ഇടയിൽ മലയാള സിനിമയെ രക്ഷിക്കാൻ ചാനൽ ചർച്ചയിൽ വന്ന് ഉപദേശങ്ങൾ നൽകാൻ മറക്കല്ലേ ഹിക്കാ,HUMAN
MAL_HUAI_TR_063,ലക്കി ബാസ്കർ ഇന്ന് കണ്ടു എൻ്റെ പൊന്നൊ എജ്ജാതി പടം കിടിലൻ പടം,HUMAN
MAL_HUAI_TR_064,ഷൈൻ ടോം ചാക്കോ ഫാൻ ആണ് ഞാൻ.ഇന്ന് മഞ്ചേരി ലാഡർ ഇന്ത്യൻ മാളിൽ നിന്ന് രണ്ട് തവണ കണ്ടു പടം നാളെയും പോകും. പടം ചിലപ്പോൾ ഫ്ലോപ്പ് ആവും. പക്ഷെ ഷൈൻ ടോം ചാക്കോയെ ഇഷ്ട്ടമാണ് ഈ പടം 4 തവണ പോയി കാണണം,HUMAN
MAL_HUAI_TR_065,ദിൽഷ് യുടെ ഡാൻസ് പൊളിച്ച് പാട്ട് അത്രേം ഈ സിനിമക്ക് പറയാൻ ഉള്ളൂ പോസിറ്റീവ് ബാക്കി സഹിച്ചിരുന്ന കണ്ട്,HUMAN
MAL_HUAI_TR_066,ആൾക്കാരെ ഉൾപുളകം കൊള്ളിക്കനോ മലയാള സിനിമയെ ഉദ്ധരിക്കാനോ അല്ല ഇപ്പോൾ മലയാള സിനിമയിൽ ക്യാഷ് മുടക്കുന്നത്. നല്ല അവരാത പണം ഉണ്ട് അതു ഒന്ന് വെളുപ്പിച്ചു എടുക്കണം. ക്യാഷ് പോയി എന്ന് പറഞ്ഞു പണ്ടെത്തെ പോലെ ആരും ആത്മഹത്യയ ചെയ്യാനോ ഫീൽഡ് വിട്ടു പോകാനോ പോകുന്നില്ല.,HUMAN
MAL_HUAI_TR_067,ഒറ്റവാക്കിൽ പറഞ്ഞാൽ അടുത്ത 300 കോടി പണം വാരി പടം,HUMAN
MAL_HUAI_TR_068,വെറുതേ കാണിച്ചു തന്നാലും കാണാൻ എന്നെ കൊണ്ട് ആവില്ല.. ഇനി 500 രൂപ തന്നു കാണാൻ കൊണ്ട് പോയാലും ഇതൊന്നും കാണാൻ ആവില്ല...,HUMAN
MAL_HUAI_TR_069,"എന്തൊരു പടം.. ടിക്കറ്റ് കാശ്.. ഇന്റർവെൽ ചായ കാശ്, പെട്രോൾ കാശ്.. എല്ലാം കൂട്ടി 350 രൂപ ഊംഫി.. ആ പൈസക്ക് എത്ര ഏത്തപ്പഴം വാങ്ങി കഴിക്കാരുന്നു..",HUMAN
MAL_HUAI_TR_070,മുഹബത്തിൻ കുഞ്ഞബ്ദുള്ള അണ്ണൻ കണ്ടില്ല എന്ന് തോന്നുന്നു. നല്ല പടം ആയിരുന്നു,HUMAN
MAL_HUAI_TR_071,ഇതൊക്കെ ആരെടെ തീയറ്ററിൽ പോയി കാണുന്നത്,HUMAN
MAL_HUAI_TR_072,സോണി ടിവി .   സൂപ്പർ ആണ് 4 കൊല്ലം ആയി ഒരു കംപ്ലെയിന്റും ഇല്ല.   ഡിസ്പ്ലേ. കിടു,HUMAN
MAL_HUAI_TR_073,"ഈ ടീവി വാങ്ങി 1 കൊല്ലത്തിനുളിൽ ഡിസ്പ്ലേ ലൈൻ വന്നു, 4 കൊല്ലം പിന്നെ അങ്ങിനെയൊക്കെ പോയി അവസാനം ഡിസ്പ്ലേ പോയി ",HUMAN
MAL_HUAI_TR_074,ലുക്കിന്റെ കാര്യത്തിൽ ഒന്നാമത് നിൽക്കുന്ന മാരുതിയുടെ വണ്ടി ഫ്രോൻക്സ്  ആണ്.. അതിനു താഴെ ഇനി ഡിസയർ വരും,HUMAN
MAL_HUAI_TR_075,"ഫ്രണ്ട്  ഗ്രിൽ  ക്രിസ്റ്റ, ഹെഡ് ലൈറ്റ്  ഓഡി, ഇന്റീരിയർ  മറുതിയുടെ സ്വന്തം എർട്ടിഗ, മൊത്തത്തിൽ കൊള്ളാം... അടിപൊളി ആയിടുണ്ട്",HUMAN
MAL_HUAI_TR_076,എല്ലാം ഗംഭീരമാണ്.. കരുത്തുറ്റ ഒരു ഹൃദയം ഇല്ല.. വണ്ടി ഓടിക്കാൻ ഇഷ്ടപ്പെടുന്ന ഒരാളെ തൃപ്തി പെടുത്താൻ പറ്റുന്ന പവർ ഫുൾ ആയ ഒരു ടർബോ പെട്രോൾ എൻജിൻ ഉണ്ടായിരുന്നു എങ്കിൽ ഞാൻ വാങ്ങിയേനെ,HUMAN
MAL_HUAI_TR_077,"ആ വീൽ സൈസ് കൂടി ഒരു പൊടിക്ക് കൂട്ടിയിരുന്നേൽ നല്ല ലുക്ക്‌ ആയേനെ, 16 ഇഞ്ച് കൊടുക്കാർന്നു.",HUMAN
MAL_HUAI_TR_078,സൂപ്പർബ്...... ഇനി റോഡ് ഡിസയർ ഭരിക്കും,HUMAN
MAL_HUAI_TR_079,മാരുതിയിൽ നിന്നും നല്ല ഡിസൈൻ കിട്ടാൻ പാടാണ്. ഇത് നന്നായിട്ടുണ്ട്,HUMAN
MAL_HUAI_TR_080,എനിക്ക് ഇഷ്ടായി പ്രത്യേകിച്ച് സൺറൂഫ് കണ്ടപ്പൊ ഇഷ്ടം കൂടി,HUMAN
MAL_HUAI_TR_081,മറ്റു വണ്ടികളെ അപേക്ഷിച്ച് വളരെ നല്ല ഡിസൈൻ. വളരെ വൃത്തികെട്ടി സൈനുമായി ഇറക്കിയ ക്രക്സ് പോലുള്ള വണ്ടികളുമായിഒരിക്കൽ തകർച്ചയുടെ വക്കിൽ എത്തിയിരുന്ന യമഹ നല്ല ഡിസൈനിൽ ഇറക്കാൻ തുടങ്ങിയപ്പോൾ വിജയമായി,HUMAN
MAL_HUAI_TR_082,മിക്കവാറും ബേസ് മോഡൽ 6 എയർബാഗ് ഉണ്ടെങ്കിൽ മാരുതി ഇപ്പൊ ഇറങ്ങുന്ന എല്ലാ വണ്ടികളും 5 സ്റ്റാർ ആയിരിക്കും  ഫ്രോൻസ്‌ ടെസ്റ്റ് വീഡിയോ കണ്ടിരുന്നു നല്ല സ്റ്റേബിൾ ആയിരുന്നു.  പ്ലാറ്റഫോം മോശമാണ് എന്ന വാദം ഇതോടെ തീർന്നു അപ്പൊ ബലെനോ സ്വിഫ്റ്റ് കൂടെ 4-5 സ്റ്റാർ കിട്ടാൻ സാധ്യത ഉണ്ട്,HUMAN
MAL_HUAI_TR_083,"ഞാൻ ബ്രെസ്സ ആണ് ഉപയോഗി ക്കുന്നത് പൊതെവെ മാരുതി വണ്ടികൾ ലുക്കിലും , ബിൽഡ് ക്വാളിറ്റിയും വർദ്ധിപ്പിച്ചിട്ടുണ്ട്  ഫുൾ വൈറ്റ് ഇൻ്റീരയൻ ഇഷ്ടപ്പെട്ടില്ല  ബാക്കി സൂപ്പർ",HUMAN
MAL_HUAI_TR_084,മാരുതിയുടെ എല്ലാ വണ്ടികൾക്കും ഇപ്പോൾ ഒരേ കളർ പാറ്റേൺ ആണ്. ടാറ്റയെ പോലെ പുതിയ കളറുകൾ ഒന്നും പരീക്ഷിക്കുന്നില്ല.,HUMAN
MAL_HUAI_TR_085,ഔഡി ഫ്രണ്ട് ലുക്ക് പിന്നെ 2017 പുറത്തുവന്ന അമേസിൻറെ ഡിസൈൻ മൊത്തത്തിൽ ഞങ്ങൾ അങ്ങ് പൊക്കി,HUMAN
MAL_HUAI_TR_086,സൈഡ് കൂടെ കുറച്ച് സ്‌ട്രെയിറ്റ് ലൈൻസ് വേണമായിരുന്നു,HUMAN
MAL_HUAI_TR_087,മാരുതി യുടെ ഡിസൈൻ ഹ്യുണ്ടായിയുടെ രീതിയിലേക്ക് പോകുകയാണോ,HUMAN
MAL_HUAI_TR_088,അങ്ങനെ പപ്പടം പറഞ്ഞവർ 5 സ്റ്റാർ കണ്ടു പോയോ..... ടാറ്റാ ബൈ ബൈ,HUMAN
MAL_HUAI_TR_089,ഓഡിന്നു റിസൈൻ ചെയ്ത ആരോ ഡിസൈൻ സുസുകി ടീമിൽ കയറിയിട്ടുണ്ട്,HUMAN
MAL_HUAI_TR_090,മാരുതി കാർ വാങ്ങാൻ ആഗ്രഹിക്കുന്ന ആളുകൾ 3 സിലിണ്ടർ ആവുന്നതിന് മുൻപ് പോയി ബലെനോ വാങ്ങിക്കോ മക്കളേ.,HUMAN
MAL_HUAI_TR_091,എല്ലാം കൊള്ളാം പക്ഷെ അകത്ത് നിന്ന് ഇറങ്ങുന്നത് വളരെ ബുദ്ധിമുട്ടിയാണ് അതിനെയാണ് സെഡാൻ എന്നു പറയുന്നത്,HUMAN
MAL_HUAI_TR_092,ലുക്ക് മാത്രമേ ഉള്ളൂ സ്റ്റിയറിംഗ് കോളം കംപ്ലൈൻ്റ് ഉള്ള വണ്ടികളാണ് മാരുതിയുടേത് സ്റ്റിക്കി സ്റ്റിയറിംഗ് സ്റ്റിയറിംഗ് ഹാർഡ് വാറൻ്റി കഴിഞ്ഞാൽ കസ്റ്റമറുടെ ഏകദേശം അൻപതിനായിരം രൂപ ഗോവിന്ദ മാറ്റി വാങ്ങുന്ന സ്റ്റിയറിംഗ് കോളത്തിന് വാറൻ്റി സപ്പോർട്ടും ലഭിക്കില്ല ആളുകൾ കുഴിയിൽ ചാടിയിട്ട് കൈ കൊടുത്ത് രക്ഷിക്കുകയല്ല മറിച്ച് മുന്നിൽ കുഴിയുണ്ട് അതിൽ ചാടരുത് എന്ന മുന്നറിയിപ്പ് കൊടുത്ത് കുഴിയിൽ ചാടാതെ രക്ഷിക്കുക എന്നതാണ് എൻ്റെ ദൗത്യവും കടമയും,HUMAN
MAL_HUAI_TR_093,എന്തൊക്കെ പോസിറ്റീവ് ഉണ്ടെങ്കിലും നെഗറ്റീവ് ഉണ്ടെങ്കിലും സെഗ്മെൻ്റിൽ കൂടുതൽ വിൽക്കുന്നത് മാരുതിയുടെ കാർ തന്നെയായിരിക്കും,HUMAN
MAL_HUAI_TR_094,ഓടിയിലെ ഒരു സെടാൻ കാറിൽ ഉള്ള മോഡൽ പോലെ ഉണ്ട് കാണാൻ,HUMAN
MAL_HUAI_TR_095,ഡിക്കി കൂടെ കുറച്ചു ലങ്ങ്ത്ത് കൂടിയിരുന്നേൽ വേറെ ലെവൽ ആയേനെ ഇത്രേം പൈസ കൊടുത്ത് വാങ്ങിക്കുമ്പോ ഒരു ആംറെസ്റ്റ് കൊടുക്കാൻ പാടില്ലേ,HUMAN
MAL_HUAI_TR_096,പഴയ സെൻ വാഹനം അടിച്ചു പരത്തി നിരത്തിൽ വച്ചത് പോലെ ഉണ്ട് പുതിയ ഡിസയ റിന്റെ ഫ്രണ്ട് ഭാഗം... കാണാൻ...,HUMAN
MAL_HUAI_TR_097,ഇന്റീരിയർ കൂടി ചേഞ്ച്‌ ആകാമായിരുന്നു കണ്ട് മടുത്ത ഡിസൈൻ,HUMAN
MAL_HUAI_TR_098,ടൊയോട്ട ഇന്നോവ ക്രിസ്റ്റ യുടെ ഗ്രിൽ അങ്ങനെ തന്നെ മോഷ്ടിച്ചു.. ഛെ!!,HUMAN
MAL_HUAI_TR_099,മോഡൽ എനിക്ക് ഇഷ്ടായില്ല ഹെഡ് ലൈറ്റ് മാത്രം കൊള്ളാം,HUMAN
MAL_HUAI_TR_100,പെട്രോൾവാരിയൻറ്റ്ആണ് മൈലേജ് തീരെഉണ്ടാവില്ല,HUMAN
MAL_HUAI_TR_101,"കിഡ്നി ഗ്രിൽ.. ടൈഗർ നോസ് ഗ്രില്ല്.. എന്നൊക്കെ പറയും പോലെ... ""ബിരിയാണി ചെമ്പ് ഗ്രിൽ""...എന്ന്‌ വേണമെങ്കിൽ പറയാം...",HUMAN
MAL_HUAI_TR_102,കാണാൻ ഭംഗി വേണമെങ്കിൽ ബാക്ക് ഡിസ്ക് ബ്രേക്ക് വേണം ഇവർക്ക് എന്നാണാവോ ബുദ്ധി വരുന്നത്,HUMAN
MAL_HUAI_TR_103,"നല്ല ബൈക്ക് ആണ്. ഇതിൻ്റെ ഹെഡ്‌ലൈറ്റ് പവർ എന്തിന്, ഡിആർഎൽൻ്റെ വെട്ടം തന്നെ നൈസ് ആണ്. എൻജിൻ സ്മൂത്ത് പിന്നെ ആ സൗണ്ടും",HUMAN
MAL_HUAI_TR_104,പോളി വണ്ടി ഞാൻ ഹാൻഡിൽ ഉയർത്തി.ഇപ്പൊ അടിപൊളിസുഖം ലോങ്ങ് ഓടിക്കാനും,HUMAN
MAL_HUAI_TR_105,തിയേറ്ററിൽ പടം കണ്ടിറങ്ങുന്ന ഒരാൾക്കും   പടത്തെ കുറ്റം പറയാനില്ല   എല്ലാവരും എൻജോയ് ചെയ്ത മൂവി,HUMAN
MAL_HUAI_TR_106,ഒരു ലാഗുമില്ലാതെ അടിപൊളിയായി കണ്ടിരിക്കാൻ പറ്റിയ സൂപ്പർ സിനിമ,HUMAN
MAL_HUAI_TR_107,"ജോസേട്ടായി, തീയല്ല,ക്കാട്ടുത്തി,, സിനിമ കണ്ട് ഇറങ്ങുന്നവർ വീണ്ടും, ക്കാണാൻ ക്കൊദിക്കും അത്രക്ക്, ഗംഭീരം",HUMAN
